,text,code,party,label,party_code
2407,We oppose legislation and lawsuits that would strike down laws protecting the rights of teachers and other public employees.,701,D,labour groups +,0
2408,"We will defend President Obama's overtime rule, which protects of millions of workers by paying them fairly for their hard work.",701,D,labour groups +,0
2409,"The Democratic Party believes consumers, workers, students, retirees, and investors who have been mistreated should never be denied their right to fight for fair treatment under the law.",503,D,equality +,0
2410,"That is why we will support efforts to limit the use of forced arbitration clauses in employment and service contracts, which unfairly strip consumers, workers, students, retirees, and investors of their right to their day in court.",403,D,market regulation,0
2411,Supporting Working Families,H,D,,0
2412,"We will fight to secure equal pay for women, which will benefit all women and their families,",503,D,equality +,0
2413,"particularly women of color who are disproportionately impacted by discriminatory pay practices, and against other factors that contribute to the wage gap.",503,D,equality +,0
2414,And we will combat the discrimination they face on and off the job.,503,D,equality +,0
2415,"While Donald Trump thinks it is “dangerous” for women to leave the home and paid family leave hurts our economy,",604,D,traditional morality -,0
2416,Democrats will make sure that the United States finally enacts national paid family and medical leave by passing a family and medical leave act that would provide all workers at least 12 weeks of paid leave to care for a new child or address a personal or family member’s serious health issue.,503,D,equality +,0
2417,We will fight to allow workers the right to earn at least seven days of paid sick leave.,403,D,market regulation,0
2418,We will also encourage employers to provide paid vacation.,403,D,market regulation,0
2419,Our work and family policies must also help family caregivers.,503,D,equality +,0
2420,"We will ensure that family caregivers have the support, respite care, and training they need to support their loved ones.",506,D,education +,0
2421,"We will create a strong stable paid caregiving workforce to help meet families' needs, by raising wages, improving access to training, and giving workers the opportunity to come together to make their voices heard in support of a stronger system.",506,D,education +,0
2422,We will address the conditions that make it hard for workers with unpredictable or inflexible schedules to meet caregiving responsibilities.,701,D,labour groups +,0
2423,We will take steps to expand and strengthen the home care workforce.,506,D,education +,0
2424,"We will increase investments  to make quality childcare more affordable,",506,D,education +,0
2425,"boost wages for childcare workers,",503,D,equality +,0
2426,"and support the millions of people paying for, coordinating, or providing care for aging relatives or those with disabilities.",506,D,education +,0
2427,Helping More Workers Share in Near-Record Corporate Profits,H,D,,0
2428,"Corporate profits are at near-record highs,",403,D,market regulation,0
2429,but workers have not shared through rising wages.,403,D,market regulation,0
